0.023
0.033
0.043
0.053
0.063
0.073
0.083
0.093
0.103
0.113
0.123
0.133
0.143
0.153
0.163
0.173
0.183
0.193
0.203
0.213
0.223
0.233
0.243
0.253
0.263
0.273
0.283
0.293
0.303
0.313
0.323	587.324	442.598	364.400	213.492
0.333	587.324	445.337	364.400	213.492
0.343	585.628	445.337	364.400	178.887
0.353	585.628	445.337	364.400	178.887
0.363	585.628	445.401	370.191	178.887
0.373	585.628	445.401	370.419	178.887
0.383	583.647	445.399	370.435	178.887
0.393	583.647	445.399	370.435	153.881
0.403	583.797	445.496	370.435	153.881
0.413	583.797	445.496	370.435	91.834
0.423	583.797	445.734	369.696	91.834
0.433	583.797	445.734	369.696	83.383
0.443	583.797	445.734	369.696	83.383
0.453	585.211	445.734	370.438	83.383
0.463	585.211	445.734	370.505	148.683
0.473	584.633	445.734	370.505	148.799
0.483	584.633	445.439	370.505	148.799
0.493	584.633	445.439	370.505	149.199
0.503	584.633	445.439	370.431	149.239
0.513	584.633	445.439	370.431	150.179
0.523	584.633	445.439	370.593	150.450
0.533	585.575	445.358	370.783	150.479
0.543	585.632	445.358	370.783	150.479
0.553	585.632	445.372	370.783	150.385
0.563	585.632	445.372	370.847	150.385
0.573	585.637	445.372	370.847	150.385
0.583	585.637	445.266	370.847	150.385
0.593	585.637	445.266	370.847	150.385
0.603	585.637	445.364	370.847	149.309
0.613	585.637	445.364	371.395	149.208
0.623	585.946	445.364	371.395	149.181
0.633	585.946	445.280	371.165	149.181
0.643	585.916	445.280	370.624	149.181
0.653	585.592	445.280	369.636	149.181
0.663	585.592	445.280	369.636	148.855
0.673	585.592	445.333	369.636	148.764
0.683	585.592	445.333	369.636	148.764
0.693	585.592	445.333	369.636	148.764
0.703	585.885	445.333	369.636	148.488
0.713	586.667	445.193	369.982	148.477
0.723	587.447	445.193	370.794	148.477
0.733	587.506	445.193	370.794	148.477
0.743	587.506	445.193	370.794	148.477
0.753	587.506	445.023	370.794	148.477
0.763	587.630	445.023	370.794	148.477
0.773	587.630	445.023	370.116	148.385
0.783	587.630	445.023	370.116	148.205
0.793	587.630	444.950	370.116	147.871
0.803	587.466	444.950	370.116	147.850
0.813	587.466	445.217	370.176	147.850
0.823	587.252	445.217	370.176	147.850
0.833	587.252	445.217	370.176	147.850
0.843	587.252	445.217	373.130	147.655
0.853	587.252	445.421	373.130	147.655
0.863	587.252	445.421	373.130	147.655
0.873	587.205	445.421	373.130	147.655
0.883	586.749	445.421	373.130	147.655
0.893	586.749	445.421	373.130	147.673
0.903	586.698	445.434	373.130	147.735
0.913	586.611	447.148	383.287	147.735
0.923	586.611	456.402	383.287	147.569
0.933	586.189	456.402	383.287	147.569
0.943	586.189	439.085	364.391	147.569
0.953	585.757	427.955	364.391	147.569
0.963	585.757	427.955	366.237	147.569
0.973	585.757	495.342	366.237	147.760
0.983	586.099	498.174	366.237	147.760
0.993	586.099	501.157	370.249	147.760
1.003	585.562	501.157	370.249	147.760
