0.023
0.033
0.043
0.053
0.063
0.073
0.083
0.093
0.103
0.113
0.123	980.000	658.209	283.422	116.708
0.133	980.000	658.209	288.281	116.807
0.143	980.000	658.209	290.232	116.807
0.153	980.000	174.308	292.974	117.066
0.163	980.000	174.308	294.837	117.066
0.173	391.307	288.235	295.589	117.066
0.183	391.307	519.389	296.102	117.066
0.193	393.161	519.389	296.355	117.226
0.203	393.161	519.389	296.619	117.226
0.213	393.362	300.379	296.619	117.226
0.223	393.362	300.029	296.549	117.226
0.233	393.362	300.029	296.153	116.789
0.243	393.678	299.797	296.153	116.789
0.253	393.820	299.583	296.153	116.789
0.263	393.820	299.373	296.153	116.789
0.273	393.820	299.254	296.153	116.789
0.283	392.865	299.254	294.771	116.789
0.293	392.249	299.285	294.771	116.914
0.303	392.249	299.285	294.771	116.998
0.313	392.645	299.108	294.771	117.332
0.323	392.645	298.933	294.696	117.351
0.333	392.645	298.933	294.585	117.813
0.343	392.645	298.461	294.271	118.628
0.353	392.645	298.461	294.271	118.628
0.363	394.551	298.461	295.587	111.800
0.373	394.551	298.461	299.208	111.768
0.383	394.551	298.461	299.208	111.729
0.393	394.486	297.999	299.021	111.696
0.403	394.486	297.999	299.021	111.633
0.413	394.486	297.999	299.021	111.619
0.423	394.486	297.999	299.021	111.619
0.433	394.486	297.999	298.564	111.619
0.443	393.436	297.731	297.857	111.619
0.453	391.383	296.983	295.443	111.619
0.463	391.383	296.961	261.359	111.632
0.473	391.383	296.961	261.359	111.632
0.483	392.913	296.961	261.359	111.632
0.493	392.913	297.121	263.041	111.317
0.503	392.913	297.121	263.042	111.307
0.513	393.549	297.121	263.518	111.307
0.523	393.549	297.121	263.518	111.307
0.533	393.549	297.121	263.451	111.307
0.543	393.109	297.210	263.451	111.307
0.553	393.109	297.210	263.451	111.364
0.563	392.528	296.929	263.451	111.364
0.573	392.528	296.757	263.451	111.364
0.583	392.528	296.664	261.843	111.364
0.593	392.528	296.610	261.843	111.405
0.603	392.528	296.610	261.843	111.438
0.613	392.192	296.610	261.843	111.762
0.623	392.192	296.610	261.843	111.762
0.633	392.192	296.610	262.776	111.762
0.643	392.505	296.769	262.776	111.762
0.653	392.650	296.769	262.776	111.766
0.663	392.700	296.769	263.443	112.548
0.673	394.731	296.769	264.094	112.548
0.683	394.731	296.908	264.094	112.500
0.693	394.731	296.908	264.094	98.959
0.703	394.731	297.184	264.094	98.937
0.713	394.731	297.184	264.094	98.937
0.723	462.383	297.184	263.650	98.936
0.733	462.383	297.184	263.650	98.842
0.743	462.383	297.184	264.195	98.793
0.753	462.383	297.377	264.195	98.793
0.763	462.383	298.026	236.291	98.793
0.773	465.109	298.648	236.131	98.793
0.783	465.109	298.866	236.131	98.793
0.793	465.109	298.866	236.041	98.378
0.803	465.109	298.655	236.041	98.378
0.813	465.109	298.639	236.041	98.418
0.823	465.109	298.510	235.877	98.418
0.833	464.485	298.512	235.877	98.418
0.843	464.485	298.463	235.877	98.418
0.853	467.557	298.414	235.781	98.418
0.863	467.557	298.414	235.590	98.679
0.873	467.557	298.414	235.590	98.691
0.883	467.557	297.403	235.590	98.691
0.893	467.155	297.318	235.590	98.691
0.903	467.155	297.166	235.590	98.691
0.913	466.910	297.166	235.285	98.728
0.923	465.366	297.166	234.184	98.728
0.933	463.325	297.166	234.184	98.736
0.943	463.214	297.166	234.184	98.818
0.953	459.290	296.997	234.184	98.965
0.963	459.290	296.997	234.186	99.178
0.973	459.826	296.997	234.436	99.408
0.983	463.796	296.997	234.584	99.779
0.993	463.796	296.582	234.584	100.208
1.003	463.796	296.582	234.584	102.083
1.013	463.796	296.516	234.584	109.530
1.023	466.580	296.516	234.584	109.642
1.033	466.580	296.516	234.850	109.795
1.043	466.580	296.516	234.878	109.871
1.053	466.771	296.516	234.878	110.977
1.063	466.771	296.516	234.878	111.047
1.073	465.269	296.595	234.878	111.088
1.083	465.196	296.600	234.878	111.097
1.093	463.386	296.600	235.396	111.097
1.103	461.690	296.674	235.396	110.983
1.113	461.690	296.730	235.396	110.983
1.123	462.666	296.730	235.396	110.983
1.133	462.981	296.730	235.884	110.834
1.143	462.981	296.730	235.884	110.834
1.153	462.981	296.730	235.884	110.834
1.163	462.981	296.547	235.884	110.666
1.173	463.014	296.547	235.830	110.666
1.183	463.014	296.547	235.830	110.613
1.193	463.014	296.593	235.830	110.613
1.203	463.014	296.593	236.331	110.613
1.213	462.714	296.593	236.331	110.583
1.223	462.068	296.423	236.331	110.583
1.233	460.466	296.423	236.992	110.583
1.243	452.550	296.423	237.212	110.583
1.253	452.339	296.423	237.315	110.583
1.263	451.667	296.423	237.315	110.583
1.273	388.899	296.329	237.315	110.583
1.283	388.653	296.329	237.315	110.727
1.293	388.603	296.329	237.266	111.026
1.303	388.603	296.329	237.266	111.473
1.313	388.603	296.329	237.313	111.929
1.323	388.603	296.722	237.313	114.467
1.333	388.603	296.766	234.918	114.545
1.343	388.603	297.779	234.918	116.998
1.353	388.774	298.025	235.321	116.998
1.363	392.250	298.492	235.811	116.716
1.373	392.250	303.638	236.359	116.535
1.383	392.250	303.638	236.738	116.473
1.393	392.250	296.755	236.786	116.473
1.403	392.953	296.737	236.786	116.502
1.413	392.953	296.737	236.786	116.502
1.423	392.131	296.640	236.786	116.502
1.433	392.131	296.640	236.786	116.502
