0.023
0.033
0.043
0.053
0.063
0.073
0.083
0.093
0.103
0.113
0.123
0.133
0.143
0.153
0.163
0.173
0.183
0.193
0.203
0.213
0.223	527.206	332.819	261.685	82.276
0.233	527.206	332.819	261.685	82.276
0.243	527.065	332.819	261.685	82.276
0.253	526.758	332.819	261.685	82.276
0.263	526.758	332.819	261.685	82.276
0.273	526.758	332.819	263.674	223.434
0.283	527.474	332.496	264.588	223.548
0.293	527.907	332.334	264.588	224.134
0.303	527.907	332.334	265.104	225.000
0.313	527.624	332.334	265.104	225.000
0.323	527.624	332.334	265.036	224.936
0.333	527.749	332.334	265.036	224.745
0.343	527.749	332.432	265.036	224.745
0.353	527.749	332.432	264.616	224.745
0.363	527.749	332.080	264.611	224.704
0.373	527.749	332.080	264.611	224.704
0.383	527.233	332.080	264.611	224.626
0.393	527.233	332.080	264.611	224.626
0.403	527.069	331.768	263.714	224.626
0.413	526.998	331.739	263.679	224.626
0.423	526.998	331.739	263.679	224.734
0.433	526.998	331.739	263.679	224.734
0.443	526.677	331.739	263.679	224.734
0.453	526.677	331.819	263.555	224.734
0.463	526.677	333.245	263.555	224.734
0.473	526.778	333.245	263.555	224.547
0.483	526.778	333.245	263.555	224.438
0.493	526.778	333.245	263.555	224.141
0.503	526.778	333.245	263.555	224.135
0.513	526.778	333.444	264.040	224.116
0.523	526.393	334.497	264.040	224.116
0.533	526.393	336.520	264.040	224.116
0.543	526.393	337.729	264.040	224.116
0.553	526.393	337.729	263.828	224.116
0.563	525.748	352.498	263.828	224.160
0.573	525.328	352.498	263.828	224.160
0.583	525.328	352.296	263.828	224.160
0.593	525.328	352.296	262.805	224.160
0.603	524.444	352.971	262.449	224.160
0.613	524.444	352.971	262.449	224.139
0.623	524.444	352.971	262.099	224.139
0.633	523.932	352.430	262.099	224.139
0.643	523.878	352.260	262.099	224.139
0.653	523.878	352.260	262.099	224.139
0.663	523.878	352.260	262.099	223.858
0.673	523.878	352.260	264.093	223.858
0.683	523.878	352.260	264.093	223.858
0.693	523.293	351.640	264.093	223.895
0.703	523.293	351.640	264.093	223.895
0.713	523.293	351.640	264.093	223.895
0.723	522.912	351.640	263.919	223.895
0.733	522.893	351.640	263.919	223.895
0.743	522.893	351.595	264.461	224.041
0.753	522.893	351.595	264.461	224.041
0.763	524.476	351.831	264.461	224.005
0.773	524.476	352.035	264.461	224.005
0.783	525.564	352.035	264.714	224.005
0.793	526.779	352.035	266.625	223.803
0.803	526.990	352.035	266.625	223.803
0.813	526.779	352.035	268.124	223.866
0.823	523.940	352.202	274.180	224.171
0.833	523.792	352.409	274.180	224.396
0.843	523.792	352.881	265.716	224.171
0.853	524.293	352.881	265.473	223.742
0.863	524.293	353.618	265.415	223.742
0.873	524.293	353.618	264.814	223.742
0.883
0.893
0.903	529.070	392.283	264.293	168.891
0.913	529.070	398.375	264.293	168.891
0.923	529.070	398.375	264.218	168.612
0.933	526.939	398.375	264.119	168.524
0.943	526.925	398.319	264.119	168.479
0.953	526.925	397.987	264.119	168.479
0.963	526.925	397.906	264.140	168.479
0.973	526.925	397.901	264.240	168.255
0.983	526.851	397.856	264.240	168.255
0.993	525.958	397.856	264.240	168.255
1.003	525.958	397.856	264.240	168.255
1.013	525.958	397.856	264.240	168.255
1.023	525.958	397.033	264.183	168.090
1.033	526.939	397.033	263.929	167.467
1.043	526.939	397.033	263.929	167.464
1.053	526.340	397.033	263.543	167.444
1.063	526.340	396.935	263.543	167.417
1.073	526.340	396.697	263.543	167.417
1.083	526.340	396.697	263.537	167.320
1.093	526.340	396.697	263.537	167.320
1.103	526.249	396.719	263.537	167.320
1.113	526.249	396.719	263.537	167.320
1.123	526.257	396.549	263.537	167.320
1.133	526.257	396.104	263.537	167.130
1.143	526.257	396.104	263.946	166.917
1.153	526.257	396.104	263.946	166.917
1.163	526.257	396.104	263.946	166.917
